,SymbolA,SymbolB,pair
3003736,TIGD7,TTC9,TIGD7__TTC9
3003737,TIGD7,TUG1,TIGD7__TUG1
3003738,TIGD7,UCN2,TIGD7__UCN2
3003739,UCP1,TIGD7,TIGD7__UCP1
3003740,TIGD7,UGT2A1,TIGD7__UGT2A1
3003741,UGT2A2,TIGD7,TIGD7__UGT2A2
3003742,UGT2B17,TIGD7,TIGD7__UGT2B17
3003743,UQCRHL,TIGD7,TIGD7__UQCRHL
3003744,UROC1,TIGD7,TIGD7__UROC1
3003745,TIGD7,UTS2R,TIGD7__UTS2R
3003746,VN1R2,TIGD7,TIGD7__VN1R2
3003747,TIGD7,VSTM2B,TIGD7__VSTM2B
3003748,VWA5B1,TIGD7,TIGD7__VWA5B1
3003749,WFDC10A,TIGD7,TIGD7__WFDC10A
3003750,TIGD7,ZAN,TIGD7__ZAN
3003751,ZAR1,TIGD7,TIGD7__ZAR1
3003752,ZC3H11C,TIGD7,TIGD7__ZC3H11C
3003753,ZDHHC11B,TIGD7,TIGD7__ZDHHC11B
3003754,ZFP3,TIGD7,TIGD7__ZFP3
3003755,ZGLP1,TIGD7,TIGD7__ZGLP1
3003756,ZIK1,TIGD7,TIGD7__ZIK1
3003757,TIGD7,ZNF117,TIGD7__ZNF117
3003758,ZNF134,TIGD7,TIGD7__ZNF134
3003759,TIGD7,ZNF208,TIGD7__ZNF208
3003760,ZNF236,TIGD7,TIGD7__ZNF236
3003761,ZNF285,TIGD7,TIGD7__ZNF285
3003762,TIGD7,ZNF385D,TIGD7__ZNF385D
3003763,ZNF425,TIGD7,TIGD7__ZNF425
3003764,TIGD7,ZNF487,TIGD7__ZNF487
3003765,ZNF519,TIGD7,TIGD7__ZNF519
3003766,ZNF530,TIGD7,TIGD7__ZNF530
3003767,TIGD7,ZNF541,TIGD7__ZNF541
3003768,ZNF570,TIGD7,TIGD7__ZNF570
3003769,ZNF571,TIGD7,TIGD7__ZNF571
3003770,ZNF619,TIGD7,TIGD7__ZNF619
3003771,TIGD7,ZNF705D,TIGD7__ZNF705D
3003772,ZNF736,TIGD7,TIGD7__ZNF736
3003773,ZNF782,TIGD7,TIGD7__ZNF782
3003774,ZNF789,TIGD7,TIGD7__ZNF789
3003775,ZNF841,TIGD7,TIGD7__ZNF841
3003776,TIGD7,ZNF860,TIGD7__ZNF860
3003777,ZNF878,TIGD7,TIGD7__ZNF878
3003778,TIGD7,ZNF99,TIGD7__ZNF99
3003779,ZP1,TIGD7,TIGD7__ZP1
3003780,ZSWIM4,TIGD7,TIGD7__ZSWIM4
3003781,TINCR,TIMD4,TIMD4__TINCR
3003782,TMC3,TIMD4,TIMD4__TMC3
3003783,TMEM114,TIMD4,TIMD4__TMEM114
3003784,TMEM117,TIMD4,TIMD4__TMEM117
3003785,TMEM121B,TIMD4,TIMD4__TMEM121B
3003786,TIMD4,TMEM151A,TIMD4__TMEM151A
3003787,TMEM156,TIMD4,TIMD4__TMEM156
3003788,TMEM185B,TIMD4,TIMD4__TMEM185B
3003789,TMEM225B,TIMD4,TIMD4__TMEM225B
3003790,TMEM74B,TIMD4,TIMD4__TMEM74B
3003791,TIMD4,TMEM91,TIMD4__TMEM91
3003792,TMPRSS11F,TIMD4,TIMD4__TMPRSS11F
3003793,TMPRSS7,TIMD4,TIMD4__TMPRSS7
3003794,TMSB15A,TIMD4,TIMD4__TMSB15A
3003795,TOP6BL,TIMD4,TIMD4__TOP6BL
3003796,TPBGL,TIMD4,TIMD4__TPBGL
3003797,TRAV7,TIMD4,TIMD4__TRAV7
3003798,TRBC2,TIMD4,TIMD4__TRBC2
3003799,TRBV13,TIMD4,TIMD4__TRBV13
3003800,TIMD4,TREH,TIMD4__TREH
3003801,TRIM61,TIMD4,TIMD4__TRIM61
3003802,TRIM77,TIMD4,TIMD4__TRIM77
3003803,TIMD4,TSPEAR,TIMD4__TSPEAR
3003804,TUG1,TIMD4,TIMD4__TUG1
3003805,UBE2QL1,TIMD4,TIMD4__UBE2QL1
3003806,UGT2A1,TIMD4,TIMD4__UGT2A1
3003807,UGT2A2,TIMD4,TIMD4__UGT2A2
3003808,UROC1,TIMD4,TIMD4__UROC1
3003809,USP17L18,TIMD4,TIMD4__USP17L18
3003810,VWA5B1,TIMD4,TIMD4__VWA5B1
3003811,ZAR1,TIMD4,TIMD4__ZAR1
3003812,ZC3H11C,TIMD4,TIMD4__ZC3H11C
3003813,ZDHHC11B,TIMD4,TIMD4__ZDHHC11B
3003814,ZFP3,TIMD4,TIMD4__ZFP3
3003815,ZGLP1,TIMD4,TIMD4__ZGLP1
3003816,TIMD4,ZNF117,TIMD4__ZNF117
3003817,TIMD4,ZNF208,TIMD4__ZNF208
3003818,ZNF257,TIMD4,TIMD4__ZNF257
3003819,ZNF285,TIMD4,TIMD4__ZNF285
3003820,ZNF519,TIMD4,TIMD4__ZNF519
3003821,ZNF605,TIMD4,TIMD4__ZNF605
3003822,ZNF619,TIMD4,TIMD4__ZNF619
3003823,ZNF654,TIMD4,TIMD4__ZNF654
3003824,ZNF676,TIMD4,TIMD4__ZNF676
3003825,ZNF705D,TIMD4,TIMD4__ZNF705D
3003826,ZNF736,TIMD4,TIMD4__ZNF736
3003827,ZNF789,TIMD4,TIMD4__ZNF789
3003828,ZNF878,TIMD4,TIMD4__ZNF878
3003829,ZNF883,TIMD4,TIMD4__ZNF883
3003830,TIMD4,ZNF90,TIMD4__ZNF90
3003831,TINCR,TIMM22,TIMM22__TINCR
3003832,TIMM22,TLCD3B,TIMM22__TLCD3B
3003833,TMC2,TIMM22,TIMM22__TMC2
3003834,TMC3,TIMM22,TIMM22__TMC3
3003835,TIMM22,TMEM114,TIMM22__TMEM114
3003836,TMEM121B,TIMM22,TIMM22__TMEM121B
3003837,TMEM132B,TIMM22,TIMM22__TMEM132B
3003838,TMEM132C,TIMM22,TIMM22__TMEM132C
3003839,TMEM132D,TIMM22,TIMM22__TMEM132D
3003840,TMEM132E,TIMM22,TIMM22__TMEM132E
3003841,TIMM22,TMEM138,TIMM22__TMEM138
3003842,TMEM151A,TIMM22,TIMM22__TMEM151A
3003843,TIMM22,TMEM158,TIMM22__TMEM158
3003844,TIMM22,TMEM178B,TIMM22__TMEM178B
3003845,TMEM185B,TIMM22,TIMM22__TMEM185B
3003846,TMEM198,TIMM22,TIMM22__TMEM198
3003847,TIMM22,TMEM200B,TIMM22__TMEM200B
3003848,TMEM225,TIMM22,TIMM22__TMEM225
3003849,TIMM22,TMEM52,TIMM22__TMEM52
3003850,TMEM74B,TIMM22,TIMM22__TMEM74B
3003851,TMEM89,TIMM22,TIMM22__TMEM89
3003852,TMEM91,TIMM22,TIMM22__TMEM91
3003853,TIMM22,TMIGD1,TIMM22__TMIGD1
3003854,TIMM22,TMPRSS11F,TIMM22__TMPRSS11F
3003855,TIMM22,TMPRSS15,TIMM22__TMPRSS15
3003856,TMPRSS7,TIMM22,TIMM22__TMPRSS7
3003857,TIMM22,TMSB15A,TIMM22__TMSB15A
3003858,TIMM22,TNFSF4,TIMM22__TNFSF4
3003859,TOP6BL,TIMM22,TIMM22__TOP6BL
3003860,TIMM22,TP53AIP1,TIMM22__TP53AIP1
3003861,TIMM22,TPBGL,TIMM22__TPBGL
3003862,TRABD2A,TIMM22,TIMM22__TRABD2A
3003863,TRABD2B,TIMM22,TIMM22__TRABD2B
3003864,TIMM22,TRAV24,TIMM22__TRAV24
3003865,TRBC2,TIMM22,TIMM22__TRBC2
3003866,TIMM22,TRBV12-3,TIMM22__TRBV12-3
3003867,TIMM22,TRBV13,TIMM22__TRBV13
3003868,TIMM22,TRBV25-1,TIMM22__TRBV25-1
3003869,TREH,TIMM22,TIMM22__TREH
3003870,TIMM22,TRIM43B,TIMM22__TRIM43B
3003871,TIMM22,TRIM48,TIMM22__TRIM48
3003872,TIMM22,TRIM61,TIMM22__TRIM61
3003873,TRIM77,TIMM22,TIMM22__TRIM77
3003874,TRNP1,TIMM22,TIMM22__TRNP1
3003875,TRPM5,TIMM22,TIMM22__TRPM5
3003876,TIMM22,TSKU,TIMM22__TSKU
3003877,TSPAN32,TIMM22,TIMM22__TSPAN32
3003878,TSPEAR,TIMM22,TIMM22__TSPEAR
3003879,TSPY8,TIMM22,TIMM22__TSPY8
3003880,TIMM22,TTC22,TIMM22__TTC22
3003881,TIMM22,TTC36,TIMM22__TTC36
3003882,TTC39C,TIMM22,TIMM22__TTC39C
3003883,TIMM22,TTC9,TIMM22__TTC9
3003884,TIMM22,TTLL2,TIMM22__TTLL2
3003885,TUG1,TIMM22,TIMM22__TUG1
3003886,UBE2QL1,TIMM22,TIMM22__UBE2QL1
3003887,UCMA,TIMM22,TIMM22__UCMA
3003888,TIMM22,UCP1,TIMM22__UCP1
3003889,UGT2A1,TIMM22,TIMM22__UGT2A1
3003890,TIMM22,UGT2A2,TIMM22__UGT2A2
3003891,UGT2B17,TIMM22,TIMM22__UGT2B17
3003892,TIMM22,UQCRHL,TIMM22__UQCRHL
3003893,UROC1,TIMM22,TIMM22__UROC1
3003894,USP17L1,TIMM22,TIMM22__USP17L1
3003895,TIMM22,USP17L12,TIMM22__USP17L12
3003896,TIMM22,USP17L3,TIMM22__USP17L3
3003897,USP17L5,TIMM22,TIMM22__USP17L5
3003898,TIMM22,UTS2R,TIMM22__UTS2R
3003899,TIMM22,VIT,TIMM22__VIT
3003900,TIMM22,VN1R2,TIMM22__VN1R2
3003901,TIMM22,VSTM2B,TIMM22__VSTM2B
3003902,VWA5B1,TIMM22,TIMM22__VWA5B1
3003903,TIMM22,WFDC10A,TIMM22__WFDC10A
3003904,WFDC10B,TIMM22,TIMM22__WFDC10B
3003905,XKR5,TIMM22,TIMM22__XKR5
3003906,XKRY,TIMM22,TIMM22__XKRY
3003907,XPNPEP2,TIMM22,TIMM22__XPNPEP2
3003908,ZAN,TIMM22,TIMM22__ZAN
3003909,ZAR1,TIMM22,TIMM22__ZAR1
3003910,TIMM22,ZBED2,TIMM22__ZBED2
3003911,TIMM22,ZC3H11B,TIMM22__ZC3H11B
3003912,ZC3H11C,TIMM22,TIMM22__ZC3H11C
3003913,ZC3H12B,TIMM22,TIMM22__ZC3H12B
3003914,TIMM22,ZC3H12D,TIMM22__ZC3H12D
3003915,ZDHHC11B,TIMM22,TIMM22__ZDHHC11B
3003916,TIMM22,ZFP3,TIMM22__ZFP3
3003917,TIMM22,ZFR2,TIMM22__ZFR2
3003918,ZFYVE28,TIMM22,TIMM22__ZFYVE28
3003919,TIMM22,ZIC5,TIMM22__ZIC5
3003920,ZIK1,TIMM22,TIMM22__ZIK1
3003921,TIMM22,ZNF117,TIMM22__ZNF117
3003922,TIMM22,ZNF134,TIMM22__ZNF134
3003923,ZNF208,TIMM22,TIMM22__ZNF208
3003924,ZNF257,TIMM22,TIMM22__ZNF257
3003925,TIMM22,ZNF334,TIMM22__ZNF334
3003926,TIMM22,ZNF354B,TIMM22__ZNF354B
3003927,ZNF385D,TIMM22,TIMM22__ZNF385D
3003928,TIMM22,ZNF43,TIMM22__ZNF43
3003929,ZNF486,TIMM22,TIMM22__ZNF486
3003930,TIMM22,ZNF487,TIMM22__ZNF487
3003931,ZNF519,TIMM22,TIMM22__ZNF519
3003932,TIMM22,ZNF530,TIMM22__ZNF530
3003933,TIMM22,ZNF541,TIMM22__ZNF541
3003934,TIMM22,ZNF546,TIMM22__ZNF546
3003935,TIMM22,ZNF570,TIMM22__ZNF570
3003936,TIMM22,ZNF571,TIMM22__ZNF571
3003937,TIMM22,ZNF596,TIMM22__ZNF596
3003938,ZNF605,TIMM22,TIMM22__ZNF605
3003939,ZNF606,TIMM22,TIMM22__ZNF606
3003940,TIMM22,ZNF626,TIMM22__ZNF626
3003941,TIMM22,ZNF654,TIMM22__ZNF654
3003942,ZNF671,TIMM22,TIMM22__ZNF671
3003943,ZNF676,TIMM22,TIMM22__ZNF676
3003944,TIMM22,ZNF678,TIMM22__ZNF678
3003945,ZNF705G,TIMM22,TIMM22__ZNF705G
3003946,TIMM22,ZNF716,TIMM22__ZNF716
3003947,TIMM22,ZNF717,TIMM22__ZNF717
3003948,TIMM22,ZNF727,TIMM22__ZNF727
3003949,ZNF735,TIMM22,TIMM22__ZNF735
3003950,TIMM22,ZNF736,TIMM22__ZNF736
3003951,TIMM22,ZNF737,TIMM22__ZNF737
3003952,ZNF781,TIMM22,TIMM22__ZNF781
3003953,TIMM22,ZNF789,TIMM22__ZNF789
3003954,ZNF799,TIMM22,TIMM22__ZNF799
3003955,ZNF814,TIMM22,TIMM22__ZNF814
3003956,ZNF841,TIMM22,TIMM22__ZNF841
3003957,ZNF878,TIMM22,TIMM22__ZNF878
3003958,ZNF883,TIMM22,TIMM22__ZNF883
3003959,TIMM22,ZNF891,TIMM22__ZNF891
3003960,ZNF90,TIMM22,TIMM22__ZNF90
3003961,TIMM22,ZP1,TIMM22__ZP1
3003962,ZPBP,TIMM22,TIMM22__ZPBP
3003963,ZSWIM1,TIMM22,TIMM22__ZSWIM1
3003964,ZSWIM4,TIMM22,TIMM22__ZSWIM4
3003965,TINCR,TIMP4,TIMP4__TINCR
3003966,TLCD3B,TIMP4,TIMP4__TLCD3B
3003967,TM7SF3,TIMP4,TIMP4__TM7SF3
3003968,TMC2,TIMP4,TIMP4__TMC2
3003969,TIMP4,TMC3,TIMP4__TMC3
3003970,TIMP4,TMC5,TIMP4__TMC5
3003971,TIMP4,TMEM114,TIMP4__TMEM114
3003972,TIMP4,TMEM117,TIMP4__TMEM117
3003973,TMEM121B,TIMP4,TIMP4__TMEM121B
3003974,TIMP4,TMEM132C,TIMP4__TMEM132C
3003975,TIMP4,TMEM132D,TIMP4__TMEM132D
3003976,TIMP4,TMEM132E,TIMP4__TMEM132E
3003977,TMEM138,TIMP4,TIMP4__TMEM138
3003978,TMEM151A,TIMP4,TIMP4__TMEM151A
3003979,TIMP4,TMEM156,TIMP4__TMEM156
3003980,TMEM158,TIMP4,TIMP4__TMEM158
3003981,TIMP4,TMEM178B,TIMP4__TMEM178B
3003982,TIMP4,TMEM185B,TIMP4__TMEM185B
3003983,TMEM225,TIMP4,TIMP4__TMEM225
3003984,TMEM225B,TIMP4,TIMP4__TMEM225B
3003985,TMEM232,TIMP4,TIMP4__TMEM232
3003986,TIMP4,TMEM270,TIMP4__TMEM270
3003987,TIMP4,TMEM64,TIMP4__TMEM64
3003988,TIMP4,TMEM89,TIMP4__TMEM89
3003989,TMEM8B,TIMP4,TIMP4__TMEM8B
3003990,TIMP4,TMEM91,TIMP4__TMEM91
3003991,TIMP4,TMPRSS11F,TIMP4__TMPRSS11F
3003992,TMPRSS15,TIMP4,TIMP4__TMPRSS15
3003993,TMPRSS7,TIMP4,TIMP4__TMPRSS7
3003994,TIMP4,TMSB15A,TIMP4__TMSB15A
3003995,TIMP4,TNFAIP8L3,TIMP4__TNFAIP8L3
3003996,TNFSF4,TIMP4,TIMP4__TNFSF4
3003997,TNN,TIMP4,TIMP4__TNN
3003998,TIMP4,TOP6BL,TIMP4__TOP6BL
3003999,TP53AIP1,TIMP4,TIMP4__TP53AIP1
3004000,TPBGL,TIMP4,TIMP4__TPBGL
3004001,TPSG1,TIMP4,TIMP4__TPSG1
3004002,TRAV24,TIMP4,TIMP4__TRAV24
3004003,TIMP4,TRAV7,TIMP4__TRAV7
3004004,TIMP4,TRBC2,TIMP4__TRBC2
3004005,TIMP4,TRBV12-3,TIMP4__TRBV12-3
3004006,TRBV13,TIMP4,TIMP4__TRBV13
3004007,TIMP4,TRBV2,TIMP4__TRBV2
3004008,TRBV25-1,TIMP4,TIMP4__TRBV25-1
3004009,TREH,TIMP4,TIMP4__TREH
3004010,TIMP4,TRIL,TIMP4__TRIL
3004011,TRIM48,TIMP4,TIMP4__TRIM48
3004012,TRIM49C,TIMP4,TIMP4__TRIM49C
3004013,TRIM6-TRIM34,TIMP4,TIMP4__TRIM6-TRIM34
3004014,TIMP4,TRIM61,TIMP4__TRIM61
3004015,TIMP4,TRIM64C,TIMP4__TRIM64C
3004016,TIMP4,TRIM77,TIMP4__TRIM77
3004017,TIMP4,TRNP1,TIMP4__TRNP1
3004018,TRPA1,TIMP4,TIMP4__TRPA1
3004019,TRPM5,TIMP4,TIMP4__TRPM5
3004020,TIMP4,TRPM6,TIMP4__TRPM6
3004021,TSBP1,TIMP4,TIMP4__TSBP1
3004022,TSKU,TIMP4,TIMP4__TSKU
3004023,TIMP4,TSPAN9,TIMP4__TSPAN9
3004024,TSPEAR,TIMP4,TIMP4__TSPEAR
3004025,TIMP4,TSPY8,TIMP4__TSPY8
3004026,TIMP4,TTC22,TIMP4__TTC22
3004027,TTC36,TIMP4,TIMP4__TTC36
3004028,TTC39C,TIMP4,TIMP4__TTC39C
3004029,TIMP4,TTC9,TIMP4__TTC9
3004030,TTLL13,TIMP4,TIMP4__TTLL13
3004031,TTLL2,TIMP4,TIMP4__TTLL2
3004032,TUG1,TIMP4,TIMP4__TUG1
3004033,UAP1L1,TIMP4,TIMP4__UAP1L1
3004034,UBALD1,TIMP4,TIMP4__UBALD1
3004035,TIMP4,UBE2QL1,TIMP4__UBE2QL1
3004036,UCMA,TIMP4,TIMP4__UCMA
3004037,TIMP4,UCN2,TIMP4__UCN2
3004038,UCP1,TIMP4,TIMP4__UCP1
3004039,TIMP4,UGT2A1,TIMP4__UGT2A1
3004040,TIMP4,UGT2A2,TIMP4__UGT2A2
3004041,TIMP4,UGT2B17,TIMP4__UGT2B17
3004042,UPK3A,TIMP4,TIMP4__UPK3A
3004043,UQCC5,TIMP4,TIMP4__UQCC5
3004044,UQCRHL,TIMP4,TIMP4__UQCRHL
3004045,TIMP4,URAD,TIMP4__URAD
3004046,TIMP4,UROC1,TIMP4__UROC1
3004047,TIMP4,USP17L1,TIMP4__USP17L1
3004048,USP17L18,TIMP4,TIMP4__USP17L18
3004049,TIMP4,USP17L23,TIMP4__USP17L23
3004050,TIMP4,USP17L5,TIMP4__USP17L5
3004051,TIMP4,UTF1,TIMP4__UTF1
3004052,UTS2B,TIMP4,TIMP4__UTS2B
3004053,UTS2R,TIMP4,TIMP4__UTS2R
3004054,VGLL2,TIMP4,TIMP4__VGLL2
3004055,TIMP4,VN1R1,TIMP4__VN1R1
3004056,TIMP4,VN1R2,TIMP4__VN1R2
3004057,TIMP4,VN1R5,TIMP4__VN1R5
3004058,VSIG10L,TIMP4,TIMP4__VSIG10L
3004059,VSTM2B,TIMP4,TIMP4__VSTM2B
3004060,VSTM2L,TIMP4,TIMP4__VSTM2L
3004061,VWA3A,TIMP4,TIMP4__VWA3A
3004062,TIMP4,VWA5B1,TIMP4__VWA5B1
3004063,VWA7,TIMP4,TIMP4__VWA7
3004064,WDR49,TIMP4,TIMP4__WDR49
3004065,WDR64,TIMP4,TIMP4__WDR64
3004066,TIMP4,WDSUB1,TIMP4__WDSUB1
3004067,WFDC10B,TIMP4,TIMP4__WFDC10B
3004068,WFDC13,TIMP4,TIMP4__WFDC13
3004069,TIMP4,WFDC3,TIMP4__WFDC3
3004070,XCR1,TIMP4,TIMP4__XCR1
3004071,XKRY,TIMP4,TIMP4__XKRY
3004072,TIMP4,XPNPEP2,TIMP4__XPNPEP2
3004073,TIMP4,ZAN,TIMP4__ZAN
3004074,TIMP4,ZAR1,TIMP4__ZAR1
3004075,ZC3H11B,TIMP4,TIMP4__ZC3H11B
3004076,ZC3H11C,TIMP4,TIMP4__ZC3H11C
3004077,TIMP4,ZC3H12B,TIMP4__ZC3H12B
3004078,TIMP4,ZDHHC11B,TIMP4__ZDHHC11B
3004079,ZFAT,TIMP4,TIMP4__ZFAT
3004080,TIMP4,ZFP3,TIMP4__ZFP3
3004081,ZFP92,TIMP4,TIMP4__ZFP92
3004082,ZGLP1,TIMP4,TIMP4__ZGLP1
3004083,ZIC4,TIMP4,TIMP4__ZIC4
3004084,TIMP4,ZIC5,TIMP4__ZIC5
3004085,TIMP4,ZIK1,TIMP4__ZIK1
3004086,ZIM3,TIMP4,TIMP4__ZIM3
3004087,TIMP4,ZNF117,TIMP4__ZNF117
3004088,ZNF134,TIMP4,TIMP4__ZNF134
3004089,ZNF141,TIMP4,TIMP4__ZNF141
3004090,ZNF182,TIMP4,TIMP4__ZNF182
3004091,ZNF208,TIMP4,TIMP4__ZNF208
3004092,ZNF229,TIMP4,TIMP4__ZNF229
3004093,ZNF236,TIMP4,TIMP4__ZNF236
3004094,ZNF256,TIMP4,TIMP4__ZNF256
3004095,ZNF257,TIMP4,TIMP4__ZNF257
3004096,ZNF283,TIMP4,TIMP4__ZNF283
3004097,TIMP4,ZNF285,TIMP4__ZNF285
3004098,ZNF300,TIMP4,TIMP4__ZNF300
3004099,ZNF354B,TIMP4,TIMP4__ZNF354B
3004100,ZNF37A,TIMP4,TIMP4__ZNF37A
3004101,TIMP4,ZNF385D,TIMP4__ZNF385D
3004102,ZNF404,TIMP4,TIMP4__ZNF404
3004103,TIMP4,ZNF425,TIMP4__ZNF425
3004104,ZNF43,TIMP4,TIMP4__ZNF43
3004105,ZNF442,TIMP4,TIMP4__ZNF442
3004106,ZNF443,TIMP4,TIMP4__ZNF443
3004107,TIMP4,ZNF468,TIMP4__ZNF468
3004108,TIMP4,ZNF470,TIMP4__ZNF470
3004109,ZNF487,TIMP4,TIMP4__ZNF487
3004110,TIMP4,ZNF493,TIMP4__ZNF493
3004111,ZNF502,TIMP4,TIMP4__ZNF502
3004112,ZNF519,TIMP4,TIMP4__ZNF519
3004113,ZNF527,TIMP4,TIMP4__ZNF527
3004114,TIMP4,ZNF528,TIMP4__ZNF528
3004115,ZNF529,TIMP4,TIMP4__ZNF529
3004116,ZNF530,TIMP4,TIMP4__ZNF530
3004117,ZNF541,TIMP4,TIMP4__ZNF541
3004118,TIMP4,ZNF546,TIMP4__ZNF546
3004119,ZNF548,TIMP4,TIMP4__ZNF548
3004120,TIMP4,ZNF551,TIMP4__ZNF551
3004121,ZNF565,TIMP4,TIMP4__ZNF565
3004122,TIMP4,ZNF570,TIMP4__ZNF570
3004123,ZNF571,TIMP4,TIMP4__ZNF571
3004124,TIMP4,ZNF583,TIMP4__ZNF583
3004125,ZNF585A,TIMP4,TIMP4__ZNF585A
3004126,TIMP4,ZNF596,TIMP4__ZNF596
3004127,ZNF600,TIMP4,TIMP4__ZNF600
3004128,TIMP4,ZNF605,TIMP4__ZNF605
3004129,TIMP4,ZNF606,TIMP4__ZNF606
3004130,ZNF615,TIMP4,TIMP4__ZNF615
3004131,TIMP4,ZNF619,TIMP4__ZNF619
3004132,ZNF626,TIMP4,TIMP4__ZNF626
3004133,TIMP4,ZNF654,TIMP4__ZNF654
3004134,ZNF671,TIMP4,TIMP4__ZNF671
3004135,ZNF676,TIMP4,TIMP4__ZNF676
3004136,ZNF682,TIMP4,TIMP4__ZNF682
3004137,ZNF705D,TIMP4,TIMP4__ZNF705D
3004138,ZNF705G,TIMP4,TIMP4__ZNF705G
3004139,ZNF710,TIMP4,TIMP4__ZNF710
3004140,ZNF716,TIMP4,TIMP4__ZNF716
3004141,ZNF717,TIMP4,TIMP4__ZNF717
3004142,ZNF732,TIMP4,TIMP4__ZNF732
3004143,ZNF735,TIMP4,TIMP4__ZNF735
3004144,ZNF736,TIMP4,TIMP4__ZNF736
3004145,ZNF782,TIMP4,TIMP4__ZNF782
3004146,ZNF789,TIMP4,TIMP4__ZNF789
3004147,ZNF793,TIMP4,TIMP4__ZNF793
3004148,ZNF799,TIMP4,TIMP4__ZNF799
3004149,ZNF804B,TIMP4,TIMP4__ZNF804B
3004150,ZNF814,TIMP4,TIMP4__ZNF814
3004151,ZNF836,TIMP4,TIMP4__ZNF836
3004152,ZNF841,TIMP4,TIMP4__ZNF841
3004153,ZNF846,TIMP4,TIMP4__ZNF846
3004154,TIMP4,ZNF860,TIMP4__ZNF860
3004155,ZNF862,TIMP4,TIMP4__ZNF862
3004156,TIMP4,ZNF878,TIMP4__ZNF878
3004157,TIMP4,ZNF879,TIMP4__ZNF879
3004158,ZNF883,TIMP4,TIMP4__ZNF883
3004159,TIMP4,ZNF891,TIMP4__ZNF891
3004160,TIMP4,ZNF90,TIMP4__ZNF90
3004161,ZNF93,TIMP4,TIMP4__ZNF93
3004162,ZNF99,TIMP4,TIMP4__ZNF99
3004163,ZNG1C,TIMP4,TIMP4__ZNG1C
3004164,TIMP4,ZP1,TIMP4__ZP1
3004165,TIMP4,ZPBP,TIMP4__ZPBP
3004166,TIMP4,ZSCAN10,TIMP4__ZSCAN10
3004167,ZSWIM4,TIMP4,TIMP4__ZSWIM4
3004168,TINCR,TKTL1,TINCR__TKTL1
3004169,TLCD2,TINCR,TINCR__TLCD2
3004170,TLCD3B,TINCR,TINCR__TLCD3B
3004171,TLDC2,TINCR,TINCR__TLDC2
3004172,TLE6,TINCR,TINCR__TLE6
3004173,TINCR,TLL1,TINCR__TLL1
3004174,TINCR,TLL2,TINCR__TLL2
3004175,TLNRD1,TINCR,TINCR__TLNRD1
3004176,TINCR,TLR6,TINCR__TLR6
3004177,TM2D1,TINCR,TINCR__TM2D1
3004178,TINCR,TM6SF1,TINCR__TM6SF1
3004179,TM6SF2,TINCR,TINCR__TM6SF2
3004180,TM7SF2,TINCR,TINCR__TM7SF2
3004181,TINCR,TM7SF3,TINCR__TM7SF3
3004182,TINCR,TMC1,TINCR__TMC1
3004183,TMC3,TINCR,TINCR__TMC3
3004184,TMC5,TINCR,TINCR__TMC5
3004185,TINCR,TMC8,TINCR__TMC8
3004186,TMCO2,TINCR,TINCR__TMCO2
3004187,TMCO5A,TINCR,TINCR__TMCO5A
3004188,TINCR,TMEFF2,TINCR__TMEFF2
3004189,TINCR,TMEM104,TINCR__TMEM104
3004190,TMEM114,TINCR,TINCR__TMEM114
3004191,TMEM116,TINCR,TINCR__TMEM116
3004192,TMEM119,TINCR,TINCR__TMEM119
3004193,TMEM121,TINCR,TINCR__TMEM121
3004194,TINCR,TMEM121B,TINCR__TMEM121B
3004195,TMEM132B,TINCR,TINCR__TMEM132B
3004196,TMEM132C,TINCR,TINCR__TMEM132C
3004197,TMEM132D,TINCR,TINCR__TMEM132D
3004198,TINCR,TMEM132E,TINCR__TMEM132E
3004199,TINCR,TMEM134,TINCR__TMEM134
3004200,TINCR,TMEM138,TINCR__TMEM138
3004201,TMEM141,TINCR,TINCR__TMEM141
3004202,TMEM144,TINCR,TINCR__TMEM144
3004203,TINCR,TMEM151A,TINCR__TMEM151A
3004204,TINCR,TMEM156,TINCR__TMEM156
3004205,TMEM158,TINCR,TINCR__TMEM158
3004206,TINCR,TMEM170A,TINCR__TMEM170A
3004207,TINCR,TMEM175,TINCR__TMEM175
3004208,TINCR,TMEM176A,TINCR__TMEM176A
3004209,TINCR,TMEM178A,TINCR__TMEM178A
3004210,TINCR,TMEM178B,TINCR__TMEM178B
3004211,TMEM18,TINCR,TINCR__TMEM18
3004212,TMEM184C,TINCR,TINCR__TMEM184C
3004213,TINCR,TMEM185B,TINCR__TMEM185B
3004214,TINCR,TMEM187,TINCR__TMEM187
3004215,TMEM190,TINCR,TINCR__TMEM190
3004216,TMEM198,TINCR,TINCR__TMEM198
3004217,TMEM200B,TINCR,TINCR__TMEM200B
3004218,TMEM200C,TINCR,TINCR__TMEM200C
3004219,TINCR,TMEM204,TINCR__TMEM204
3004220,TINCR,TMEM213,TINCR__TMEM213
3004221,TMEM220,TINCR,TINCR__TMEM220
3004222,TINCR,TMEM225,TINCR__TMEM225
3004223,TINCR,TMEM225B,TINCR__TMEM225B
3004224,TINCR,TMEM232,TINCR__TMEM232
3004225,TMEM236,TINCR,TINCR__TMEM236
3004226,TINCR,TMEM241,TINCR__TMEM241
3004227,TINCR,TMEM255A,TINCR__TMEM255A
3004228,TMEM255B,TINCR,TINCR__TMEM255B
